Date,PnL
2017-08-17,36.780000000000086
2017-08-18,0.0
2017-08-21,-53.589999999999705
2017-08-22,238.3600000000003
2017-08-23,0.0
2017-08-24,51.61999999999942
2017-08-25,372.5599999999998
2017-08-28,-65.77999999999977
2017-08-29,0.0
2017-08-30,57.81
2017-08-31,-42.52999999999935
2017-09-01,31.479999999999343
2017-09-04,106.7
2017-09-05,-110.54
2017-09-06,-17.8
2017-09-07,58.7
2017-09-08,48.4
2017-09-11,121.93000000000058
2017-09-12,10.519999999999419
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,-80.97
2017-09-18,-4.250000000000071
2017-09-19,17.480000000000075
2017-09-20,-96.01999999999941
2017-09-21,-35.19000000000059
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,-65.18000000000008
2017-09-27,5.440000000000072
2017-09-28,0.0
2017-09-29,8.610000000000007
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,73.06000000000051
2017-10-11,57.179999999999495
2017-10-12,-94.09
2017-10-13,-22.689999999999344
2017-10-16,206.49999999999935
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,-29.5
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,-88.48
2017-10-26,0.0
2017-10-27,-77.91000000000051
2017-10-30,7.4700000000005105
2017-10-31,-58.62
2017-11-01,120.43
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,0.0
2017-11-07,48.08
2017-11-08,-48.43
2017-11-09,0.0
2017-11-10,-95.47
2017-11-13,45.32
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,-37.590000000000586
2017-11-17,96.38000000000058
2017-11-20,-66.91999999999973
2017-11-21,652.0
2017-11-22,191.4699999999997
2017-11-23,0.0
2017-11-24,-136.0599999999995
2017-11-27,41.99999999999949
2017-11-28,0.0
2017-11-29,-52.84
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,1.07
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,32.55000000000001
2017-12-11,157.77999999999898
2017-12-12,15.790000000001015
2017-12-13,353.1199999999993
2017-12-14,22.68000000000066
2017-12-15,0.0
2017-12-18,-18.61000000000007
2017-12-19,133.73000000000008
2017-12-20,-108.31
2017-12-21,-91.27000000000065
2017-12-22,87.29000000000066
